sel	array	sample	call status	purity	ploidy	Genome doublings	delta	Coverage for 80% power	Cancer DNA fraction	Subclonal genome fraction	tau	E_CR
3	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C03_863676	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C03_863676	called	0.67	3	0	0.25	16	0.75	0.02	2.951513022	0
11	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E02_1365324	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E02_1365324	called	0.4	3.26	0	0.16	32	0.52	0.1	3.147647809	0
2	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B08_914168	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B08_914168	called	0.51	3	0	0.2	20	0.61	0.04	2.991286846	0
1	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B09_734772	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B09_734772	called	0.68	2.47	0	0.29	14	0.72	0.02	2.357283015	0
1	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_C02_1301228	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_C02_1301228	called	0.77	2.02	0	0.38	10	0.77	0.11	1.907060696	0
9	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C08_1365340	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C08_1365340	called	0.5	3.09	0	0.2	21	0.61	0.19	3.001686737	0
3	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_C05_1301206	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_C05_1301206	called	0.49	3	0	0.2	21	0.59	0.03	2.981323287	0
7	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_A04_932664	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_A04_932664	called	0.7	3.05	0	0.26	16	0.78	0.03	3.039030775	0
11	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C10_831640	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C10_831640	high non-clonal	0.58	3.03	0	0.22	18	0.68	0.27	3.017224953	0
3	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G03_777926	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G03_777926	called	0.64	3	0	0.24	17	0.73	0.01	3.020097921	0
5	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D10_1244728	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D10_1244728	called	0.55	3	0	0.22	19	0.65	0.03	3.001814934	0
1	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_G07_1344416	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_G07_1344416	called	0.84	1.97	0	0.42	9	0.83	0.08	1.903454554	0
4	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E08_730360	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E08_730360	called	0.26	3.1	0	0.11	48	0.35	0	3.007744128	0
4	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F05_1377022	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F05_1377022	called	0.48	3.21	0	0.19	25	0.6	0.03	3.187300678	0
7	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_E01_932686	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_E01_932686	called	0.2	2.03	0	0.1	55	0.2	0.02	2.035134861	0
9	DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_F07_1148218	DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_F07_1148218	called	0.63	3.07	0	0.24	17	0.72	0.07	3.038900988	0
6	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_A09_1344318	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_A09_1344318	called	0.59	3	0	0.23	18	0.68	0.02	2.987203063	0
4	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E04_1244742	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E04_1244742	called	0.75	3.21	0	0.26	16	0.82	0.04	3.100455578	0
4	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_E01_1376680	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_E01_1376680	called	0.56	3.02	0	0.22	19	0.65	0.03	2.971946377	0
4	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B03_777814	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B03_777814	called	0.48	3	0	0.19	21	0.58	0.02	2.989998317	0
5	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B07_734788	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B07_734788	called	0.49	3	0	0.2	21	0.59	0.02	3.011286084	0
1	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A09_734708	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A09_734708	called	0.59	2.16	0	0.28	15	0.61	0.02	2.018525426	0
4	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C06_831610	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C06_831610	called	0.57	3.27	0	0.21	20	0.69	0.02	3.171921384	0
2	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_D01_1365260	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_D01_1365260	called	0.64	3	0	0.24	17	0.73	0.05	2.990047445	0
1	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D10_932692	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D10_932692	called	0.79	3	0	0.28	14	0.85	0.04	2.966791514	0
5	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B10_777844	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B10_777844	called	0.53	3	0	0.21	20	0.63	0.03	2.968226215	0
4	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_B04_831664	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_B04_831664	called	0.56	3	0	0.22	19	0.65	0.04	2.971946377	0
1	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_C09_1486910	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_C09_1486910	called	0.71	1.95	0	0.36	11	0.7	0.03	1.838474807	0
1	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B10_1361974	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B10_1361974	called	0.69	3	0	0.26	16	0.77	0.03	2.970217659	0
2	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F04_1365348	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F04_1365348	called	0.93	2.98	0	0.32	13	0.95	0.04	2.882640475	0
3	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E10_1365290	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E10_1365290	called	0.59	3.11	0	0.22	19	0.69	0.01	3.092365459	0
4	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_G11_1376706	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_G11_1376706	called	0.72	3.58	0	0.23	18	0.83	0.03	3.46097057	0
4	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_D12_914164	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_D12_914164	called	0.84	3.02	0	0.29	14	0.88	0.02	2.892631462	0
2	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_D10_1365234	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_D10_1365234	called	0.5	2.91	0	0.2	20	0.59	0.05	2.893211868	0
3	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B06_1301156	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B06_1301156	called	0.7	3.11	0	0.25	16	0.78	0.08	3.069573542	0
3	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A03_730402	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A03_730402	called	1	2.86	0	0.35	11	1	0.04	2.773194764	0
2	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C11_831526	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C11_831526	called	0.45	2.94	0	0.19	25	0.54	0.1	2.897400224	0
4	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_F09_1148508	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_F09_1148508	called	0.81	2.93	0	0.29	14	0.86	0.03	2.855300554	0
4	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B05_1301158	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B05_1301158	called	0.69	3	0	0.26	16	0.77	0.06	2.940663499	0
3	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B04_1320552	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B04_1320552	called	0.52	2.99	0	0.21	20	0.62	0.04	2.98012188	0
5	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D07_730498	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D07_730498	called	0.38	3.05	0	0.16	32	0.49	0.02	2.962492056	0
3	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D05_1376674	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D05_1376674	called	0.79	3.04	0	0.28	15	0.85	0.04	2.937271445	0
7	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A12_809238	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A12_809238	called	0.49	3.06	0	0.19	21	0.6	0.17	2.981323287	0
4	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_C08_809278	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_C08_809278	called	0.48	3.06	0	0.19	22	0.59	0.02	2.823228482	0
7	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_E06_1148456	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_E06_1148456	called	0.7	1.9	0	0.36	11	0.69	0.17	1.913504387	0
7	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_G04_1148490	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_G04_1148490	called	0.78	2.9	0	0.29	14	0.83	0.03	2.811365819	0
1	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_D11_1301252	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_D11_1301252	called	0.75	3	0	0.27	15	0.82	0.02	2.978884976	0
11	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_B10_809152	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_B10_809152	called	0.35	2.89	0	0.15	34	0.43	0.06	2.846328533	0
8	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E09_730514	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E09_730514	called	0.62	2.97	0	0.24	17	0.71	0.15	2.838639977	0
5	DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_E08_1148270	DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_E08_1148270	called	0.35	3.32	0	0.14	37	0.47	0.02	3.137640896	0
9	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_E01_809292	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_E01_809292	called	0.48	3.06	0	0.19	23	0.59	0.03	2.989998317	0
5	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D06_913968	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D06_913968	high non-clonal	0.46	3.18	0	0.18	27	0.57	0.22	3.151508042	0
2	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_F11_932782	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_F11_932782	called	0.43	3.01	0	0.18	27	0.53	0.04	2.959800086	0
15	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B10_863704	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B10_863704	high non-clonal	0.69	3.06	0	0.25	16	0.77	0.24	3.000068842	0
3	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E07_1361964	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E07_1361964	high non-clonal	0.51	2.9	0	0.21	20	0.61	0.21	2.82688211	0
2	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_F04_913892	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_F04_913892	called	0.6	3	0	0.23	18	0.69	0.06	3.000972247	0
3	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A04_1306792	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A04_1306792	called	0.79	2.99	0	0.28	14	0.85	0.11	2.966791514	0
2	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D08_1244708	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D08_1244708	called	0.94	3.04	0	0.32	13	0.96	0.05	2.942260035	0
4	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_B08_809182	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_B08_809182	called	0.49	3	0	0.2	21	0.59	0.05	2.951658624	0
3	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_A07_863786	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_A07_863786	called	0.48	3.74	0	0.17	29	0.64	0.04	3.497205423	0
4	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A05_730424	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A05_730424	called	0.57	2.99	0	0.22	18	0.67	0.07	2.899344149	0
1	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A07_1376668	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A07_1376668	called	0.68	2.06	0	0.33	12	0.69	0.12	2.05224911	0
11	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G09_1365232	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G09_1365232	called	0.36	2.92	0	0.15	34	0.45	0.05	2.826444179	0
1	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_E07_1376662	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_E07_1376662	called	0.43	3.54	0	0.16	31	0.57	0.01	3.38780258	0
3	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B05_863292	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B05_863292	called	0.78	3.23	0	0.26	16	0.85	0.07	3.181908171	0
9	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C07_1361952	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C07_1361952	high non-clonal	0.68	3.05	0	0.25	16	0.76	0.34	3.020925237	0
3	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E09_1361992	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E09_1361992	called	0.58	3.44	0	0.2	20	0.7	0.08	3.364653736	0
4	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D12_809164	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D12_809164	called	0.56	3.01	0	0.22	19	0.65	0.08	2.971946377	0
2	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_F06_863766	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_F06_863766	called	0.62	3	0	0.24	17	0.71	0.05	2.966876426	0
2	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A01_1306824	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A01_1306824	called	0.46	2.94	0	0.19	24	0.55	0.07	2.892620964	0
2	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A09_863322	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A09_863322	called	0.54	2.99	0	0.21	19	0.64	0.06	2.985337773	0
2	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E10_863396	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E10_863396	called	0.81	3.03	0	0.28	14	0.86	0.04	2.942257401	0
1	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_C05_1320604	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_C05_1320604	called	0.38	2.72	0	0.17	30	0.46	0.04	2.615596827	0
1	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C01_777898	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C01_777898	called	0.66	3.62	0	0.21	19	0.78	0.03	3.450900584	0
11	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E06_777856	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E06_777856	called	0.36	3.3	0	0.15	36	0.48	0.01	3.173951735	0
3	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D05_730486	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D05_730486	called	0.49	3	0	0.2	21	0.59	0.02	2.930792384	0
4	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C09_777804	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C09_777804	called	0.68	3.01	0	0.25	16	0.76	0.08	2.961106909	0
2	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_G01_1376720	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_G01_1376720	called	0.81	3.03	0	0.28	14	0.86	0.02	2.942257401	0
3	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D06_730414	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D06_730414	called	0.36	3.87	0	0.13	39	0.52	0.02	3.478670262	0
3	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_B09_831500	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_B09_831500	called	0.57	3	0	0.22	19	0.66	0.07	2.957914786	0
6	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_H02_831674	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_H02_831674	called	0.63	3.02	0	0.24	17	0.72	0.09	3.038900988	0
2	DLP_REDO_FROM_CUTCH_G06	DLP_REDO_FROM_CUTCH_G06	called	0.57	3	0	0.22	19	0.66	0.07	2.987642324	0
7	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D06_932846	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D06_932846	called	0.51	3.04	0	0.2	21	0.61	0.14	3.021349779	0
12	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A07_1306704	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A07_1306704	high non-clonal	0.51	3.18	0	0.2	21	0.62	0.32	3.132915996	0
3	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G01_777786	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G01_777786	called	0.41	3.33	0	0.16	32	0.53	0.02	3.177432665	0
2	DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_H02_1148398	DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_H02_1148398	high non-clonal	0.39	3.12	0	0.16	32	0.5	0.23	3.054604463	0
10	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D05_1361976	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D05_1361976	called	0.71	3.1	0	0.26	16	0.79	0.11	3.077992708	0
5	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C08_831586	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C08_831586	called	0.63	3.02	0	0.24	17	0.72	0.05	2.978726717	0
7	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E06_730506	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E06_730506	called	0.57	3.14	0	0.21	19	0.67	0.1	3.125275482	0
1	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D03_1486850	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D03_1486850	called	0.72	1.9	0	0.37	11	0.71	0.05	1.828187531	0
5	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_B05_730384	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_B05_730384	called	0.4	2.94	0	0.17	29	0.5	0.03	2.848094323	0
3	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E12_1244744	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E12_1244744	called	0.61	2.97	0	0.23	18	0.7	0.19	2.883302442	0
1	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_E11_809296	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_E11_809296	called	0.47	3.56	0	0.17	29	0.61	0.03	3.384392345	0
2	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C07_730434	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C07_730434	called	0.44	3.35	0	0.17	29	0.57	0.06	3.133538882	0
2	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A11_809160	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A11_809160	called	0.72	3.08	0	0.26	16	0.79	0.04	2.987024276	0
2	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A12_730364	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A12_730364	called	0.65	3.24	0	0.23	18	0.75	0.14	3.123314905	0
3	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A06_1320560	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A06_1320560	called	0.7	3.18	0	0.25	17	0.79	0.08	3.171731542	0
1	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B05_1320568	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B05_1320568	called	0.57	3.02	0	0.22	19	0.67	0.06	3.002731677	0
5	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_D11_914002	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_D11_914002	called	0.69	2.86	0	0.27	15	0.76	0.02	2.845000247	0
2	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A11_1320662	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A11_1320662	called	0.78	3	0	0.28	15	0.84	0.03	2.991116152	0
1	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_F11_1344378	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_F11_1344378	called	0.71	2.1	0	0.34	12	0.72	0.1	2.028932294	0
6	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_C09_809192	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_C09_809192	called	0.42	3.08	0	0.17	29	0.53	0.09	2.96261858	0
2	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B05_863622	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B05_863622	called	0.63	2.99	0	0.24	17	0.72	0.07	3.008663418	0
2	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_E06_1301126	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_E06_1301126	called	0.64	3	0	0.24	17	0.73	0.04	2.990047445	0
4	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D04_777878	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D04_777878	called	0.53	2.99	0	0.21	20	0.63	0.04	2.921111513	0
14	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B08_863266	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B08_863266	called	0.34	3.01	0	0.14	36	0.43	0.11	2.962489404	0
3	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_C08_932768	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_C08_932768	called	0.46	2.9	0	0.19	23	0.55	0.09	2.625107185	0
7	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_B08_831490	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_B08_831490	called	0.71	2.92	0	0.27	15	0.79	0.07	2.833573513	0
1	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B02_863326	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B02_863326	called	0.3	2.69	0	0.14	39	0.36	0.1	2.534960045	0
2	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_B03_932748	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_B03_932748	called	0.68	2.24	0	0.32	13	0.71	0.06	2.16695955	0
1	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D07_1361914	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D07_1361914	high non-clonal	0.75	2	0	0.38	11	0.75	0.35	1.958772355	0
7	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_E03_1344448	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_E03_1344448	called	0.71	3.01	0	0.26	16	0.79	0.15	2.919868674	0
12	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C03_734742	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C03_734742	called	0.61	3.03	0	0.23	18	0.71	0.12	2.954487072	0
3	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B03_1301218	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B03_1301218	called	0.89	2.96	0	0.31	13	0.92	0.04	2.819665867	0
8	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A02_1306818	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A02_1306818	called	0.61	2.77	0	0.25	17	0.68	0.08	2.730098036	0
3	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_D08_863246	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_D08_863246	called	0.65	2.95	0	0.25	16	0.73	0.07	2.901678188	0
2	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C06_913818	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C06_913818	high non-clonal	0.16	1.59	0	0.08	67	0.13	0.28	1.599640908	0
12	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D04_1244800	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D04_1244800	called	0.56	3.03	0	0.22	19	0.66	0.13	3.047996703	0
