array	sample	call status	purity	ploidy	Genome doublings	delta	Coverage for 80% power	Cancer DNA fraction	Subclonal genome fraction	tau	E_CR
JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_G11_1148460	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_G11_1148460	called	0.41	2.03	0	0.21	20	0.42	0.14	1.97072575944782	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C03_863676	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C03_863676	called	0.75	2	0	0.38	11	0.75	0.03	1.95877235506734	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E02_1365324	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E02_1365324	called	0.39	2.2	0	0.19	25	0.41	0.23	2.10372433777876	0
CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B08_914168	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B08_914168	called	0.42	2	0	0.21	20	0.42	0.04	1.9987049229579	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B09_734772	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B09_734772	called	0.68	2.47	0	0.29	14	0.72	0.02	2.35728301514295	0
TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_C02_1301228	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_C02_1301228	called	0.77	2.02	0	0.38	10	0.77	0.11	1.90706069635159	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C08_1365340	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C08_1365340	called	0.37	2.05	0	0.18	26	0.38	0.19	1.98525570931513	0
TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_C05_1301206	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_C05_1301206	called	0.71	2	0	0.36	11	0.71	0	1.96896828241465	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_A04_932664	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_A04_932664	called	0.8	2.04	0	0.39	10	0.8	0.05	1.98745802670785	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C10_831640	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C10_831640	called	0.23	2.11	0	0.11	47	0.24	0.09	2.01440532937039	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G03_777926	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G03_777926	called	0.5	2	0	0.25	17	0.5	0.01	2.02759998342234	0
EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D10_1244728	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D10_1244728	called	0.64	2	0	0.32	13	0.64	0.03	1.98122016007982	0
LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_G07_1344416	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_G07_1344416	called	0.84	1.97	0	0.42	9	0.83	0.08	1.90345455441927	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E08_730360	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E08_730360	called	0.44	2.04	0	0.22	19	0.45	0.03	1.99176154949827	0
UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F05_1377022	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F05_1377022	called	0.54	3.21	0	0.2	20	0.65	0.05	3.1874368034123	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_E01_932686	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_E01_932686	called	0.49	2.01	0	0.25	17	0.49	0.08	1.98704798375389	0
DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_F07_1148218	DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_F07_1148218	called	0.5	2.07	0	0.25	17	0.51	0.07	2.06815198309078	0
LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_A09_1344318	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_A09_1344318	called	0.57	2	0	0.28	14	0.57	0.02	2.00949024779827	0
EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E04_1244742	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E04_1244742	called	0.55	2.21	0	0.26	16	0.57	0.04	2.11738429703852	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_E01_1376680	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_E01_1376680	called	0.45	2.02	0	0.22	18	0.45	0.15	1.93289609960425	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B03_777814	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B03_777814	called	0.5	2	0	0.25	16	0.5	0.03	1.98745081374737	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B07_734788	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B07_734788	called	0.73	2	0	0.37	11	0.73	0.26	1.9843457347751	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A09_734708	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A09_734708	called	0.59	2.16	0	0.28	15	0.61	0.02	2.01852542641091	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C06_831610	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C06_831610	called	0.46	2.27	0	0.22	19	0.49	0.08	2.17283078127084	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_D01_1365260	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_D01_1365260	called	0.78	2	0	0.39	10	0.78	0.05	1.99678550629683	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D10_932692	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D10_932692	called	0.79	3	0	0.28	14	0.85	0.04	2.96679151384257	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B10_777844	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B10_777844	called	0.7	2	0	0.35	11	0.7	0.02	2.00035578264421	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_B04_831664	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_B04_831664	called	0.53	2	0	0.27	15	0.53	0.04	1.98401332994826	0
MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_C09_1486910	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_C09_1486910	called	0.71	1.95	0	0.36	11	0.7	0.03	1.8384748069313	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B10_1361974	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B10_1361974	called	0.69	3	0	0.26	16	0.77	0.03	2.97021765863667	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F04_1365348	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_F04_1365348	called	0.63	1.98	0	0.32	13	0.63	0.04	1.88130220455012	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E10_1365290	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E10_1365290	called	0.56	2.11	0	0.27	15	0.57	0.13	2.0706883367791	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_G11_1376706	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_G11_1376706	called	0.84	1.8	0	0.46	9	0.82	0.04	1.73594001362239	0
CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_D12_914164	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_D12_914164	called	0.59	2.02	0	0.29	14	0.59	0.08	1.90650710028221	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_D10_1365234	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_D10_1365234	called	0.4	1.91	0	0.21	20	0.39	0.05	1.8934327663826	0
TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B06_1301156	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B06_1301156	called	0.52	2.11	0	0.25	16	0.53	0.1	2.08573586859935	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A03_730402	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A03_730402	called	0.67	1.86	0	0.35	11	0.65	0.04	1.77484464893715	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C11_831526	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C11_831526	called	0.36	1.94	0	0.18	26	0.36	0.1	1.87794458989269	0
JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_F09_1148508	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_F09_1148508	called	0.58	1.93	0	0.29	14	0.57	0.03	1.85926547673247	0
TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B05_1301158	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B05_1301158	called	0.52	2	0	0.26	16	0.52	0.09	1.94771218773683	0
BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B04_1320552	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B04_1320552	called	1	2.99	0	0.33	12	1	0.01	3.00416602394643	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D07_730498	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D07_730498	called	0.36	2.05	0	0.18	27	0.37	0.03	1.97062106102179	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D05_1376674	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_D05_1376674	called	0.57	2.05	0	0.28	14	0.58	0.04	1.96969967491473	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A12_809238	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A12_809238	called	0.5	2	0	0.25	16	0.5	0.11	1.96767534773524	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_C08_809278	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_C08_809278	called	0.75	2.03	0	0.37	11	0.75	0.01	1.91342514789373	0
JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_E06_1148456	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_E06_1148456	called	0.48	1.91	0	0.24	17	0.47	0.18	1.86539198474855	0
JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_G04_1148490	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_G04_1148490	called	0.56	1.9	0	0.29	14	0.55	0.03	1.81088171237647	0
TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_D11_1301252	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_D11_1301252	called	0.75	3	0	0.27	15	0.82	0.02	2.9788849757173	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_B10_809152	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_B10_809152	called	0.33	1.9	0	0.17	30	0.32	0.05	1.83825548976326	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E09_730514	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E09_730514	called	0.68	2	0	0.34	12	0.68	0.04	1.89557539961554	0
DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_E08_1148270	DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_E08_1148270	called	0.62	2.11	0	0.3	13	0.64	0.14	2.05025574782049	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_E01_809292	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_E01_809292	called	0.39	2.07	0	0.19	22	0.4	0.03	2.01051610977153	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D06_913968	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D06_913968	called	0.58	2.09	0	0.28	14	0.59	0.17	2.10090301178976	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_F11_932782	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_F11_932782	called	0.38	2.01	0	0.19	24	0.38	0	1.92658253605654	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B10_863704	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B10_863704	called	0.27	1.99	0	0.13	40	0.27	0.08	1.94046251030299	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E07_1361964	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E07_1361964	called	0.41	1.89	0	0.21	20	0.39	0.19	1.79035866938448	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_F04_913892	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_F04_913892	called	0.72	2	0	0.36	11	0.72	0.06	1.99670023005429	0
PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A04_1306792	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A04_1306792	called	0.58	1.99	0	0.29	14	0.58	0.13	1.96456888550037	0
EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D08_1244708	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D08_1244708	called	0.64	2.04	0	0.32	13	0.65	0.06	1.96150669010752	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_B08_809182	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_B08_809182	called	0.67	2	0	0.34	12	0.67	0.06	1.9729352992139	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_A07_863786	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_A07_863786	called	0.64	1.87	0	0.33	12	0.62	0.04	1.76068630345345	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A05_730424	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A05_730424	called	0.44	1.99	0	0.22	19	0.44	0.08	1.88896664279507	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A07_1376668	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A07_1376668	called	0.68	2.06	0	0.33	12	0.69	0.12	2.05224911006851	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G09_1365232	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G09_1365232	called	0.64	1.97	0	0.32	12	0.64	0.06	1.89262459508625	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_E07_1376662	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_E07_1376662	called	0.43	3.54	0	0.16	31	0.57	0.01	3.38780258007125	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B05_863292	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B05_863292	called	0.57	2.23	0	0.27	15	0.59	0.08	2.18664249020402	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C07_1361952	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C07_1361952	called	0.31	2.1	0	0.15	33	0.32	0.17	2.05559576685732	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E09_1361992	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E09_1361992	called	0.45	2.44	0	0.2	20	0.5	0.1	2.35525761494984	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D12_809164	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D12_809164	called	0.42	2.02	0	0.21	20	0.42	0.03	2.01879224138558	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_F06_863766	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_F06_863766	called	0.79	2	0	0.4	10	0.79	0.05	1.98233940804968	0
PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A01_1306824	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A01_1306824	called	0.38	1.94	0	0.19	24	0.37	0.16	1.87451273778475	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A09_863322	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A09_863322	called	0.66	2	0	0.33	12	0.66	0.09	2.00267654032755	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E10_863396	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E10_863396	called	0.58	2.03	0	0.29	14	0.58	0.04	1.95010083568511	0
BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_C05_1320604	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_C05_1320604	called	0.38	2.72	0	0.17	30	0.46	0.04	2.61559682748116	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C01_777898	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C01_777898	called	0.66	3.62	0	0.21	19	0.78	0.03	3.45090058416031	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E06_777856	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E06_777856	called	0.31	2.29	0	0.15	35	0.34	0.07	2.09712155590117	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D05_730486	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D05_730486	called	0.59	3	0	0.23	18	0.69	0.23	2.92805247927474	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C09_777804	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C09_777804	called	0.5	2.01	0	0.25	16	0.51	0.09	1.96767534773524	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_G01_1376720	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_G01_1376720	called	0.62	2.03	0	0.31	13	0.63	0.06	1.95807960400766	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D06_730414	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D06_730414	called	0.78	1.98	0	0.4	10	0.78	0.09	1.83792135721369	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_B09_831500	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_B09_831500	called	0.61	2	0	0.3	13	0.61	0	1.9526245217338	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_H02_831674	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_H02_831674	called	0.51	2.02	0	0.25	16	0.51	0.15	2.02719983002232	0
DLP_REDO_FROM_CUTCH_G06	DLP_REDO_FROM_CUTCH_G06	called	0.85	2	0	0.43	9	0.85	0.04	1.98869982413709	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D06_932846	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_D06_932846	called	0.65	2.05	0	0.32	13	0.65	0.18	2.01217672508106	0
PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A07_1306704	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A07_1306704	called	0.33	2.25	0	0.16	32	0.36	0.23	2.16015045745924	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G01_777786	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_G01_777786	called	0.69	2.17	0	0.33	12	0.71	0.05	2.08199185079415	0
DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_H02_1148398	DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_H02_1148398	called	0.31	2.14	0	0.15	34	0.32	0.12	2.09712155590117	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D05_1361976	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D05_1361976	called	0.69	2.1	0	0.33	12	0.7	0.1	2.08199185079415	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C08_831586	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C08_831586	called	0.43	2.02	0	0.21	20	0.43	0.04	1.95912791381501	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E06_730506	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E06_730506	called	0.41	2.15	0	0.2	21	0.43	0.12	2.1298039424899	0
MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D03_1486850	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D03_1486850	called	0.72	1.9	0	0.37	11	0.71	0.05	1.82818753139618	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_B05_730384	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_B05_730384	called	0.42	1.93	0	0.21	19	0.41	0.15	1.84727072891991	0
EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E12_1244744	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E12_1244744	called	0.47	2	0	0.23	18	0.47	0.17	1.92220162828469	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_E11_809296	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_E11_809296	called	0.47	3.56	0	0.17	29	0.61	0.03	3.38439234505699	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C07_730434	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C07_730434	called	0.36	2.36	0	0.17	29	0.4	0.07	2.16499050061536	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A11_809160	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A11_809160	called	0.55	2.08	0	0.27	15	0.56	0.04	1.9781518490631	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A12_730364	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A12_730364	called	0.75	2.19	0	0.35	11	0.77	0.1	2.06589418962887	0
BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A06_1320560	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A06_1320560	called	0.51	2.18	0	0.24	17	0.53	0.08	2.17085636415772	0
BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B05_1320568	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B05_1320568	called	0.57	3.02	0	0.22	19	0.67	0.06	3.0027316771265	0
CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_D11_914002	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_D11_914002	called	0.46	1.86	0	0.24	17	0.45	0.11	1.82033299371061	0
BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A11_1320662	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A11_1320662	called	0.67	2	0	0.34	12	0.67	0.03	1.99276362861725	0
LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_F11_1344378	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_F11_1344378	called	0.71	2.1	0	0.34	12	0.72	0.1	2.02893229382485	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_C09_809192	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_C09_809192	called	0.49	3.07	0	0.19	21	0.6	0.32	2.98132328677268	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B05_863622	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_B05_863622	called	0.48	1.99	0	0.24	17	0.48	0.09	1.98581781132067	0
TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_E06_1301126	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_E06_1301126	called	0.79	2	0	0.4	10	0.79	0	1.98233940804968	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D04_777878	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D04_777878	called	0.45	2	0	0.22	18	0.45	0.05	1.95232202836161	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B08_863266	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B08_863266	called	0.29	2.01	0	0.15	36	0.29	0.11	1.97807795609432	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_C08_932768	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_C08_932768	called	0.75	1.95	0	0.38	10	0.74	0.09	1.81355544937092	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_B08_831490	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_B08_831490	called	0.54	1.92	0	0.28	15	0.53	0.11	1.83321917343	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B02_863326	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B02_863326	called	0.3	2.69	0	0.14	39	0.36	0.1	2.53496004480635	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_B03_932748	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_B03_932748	called	0.73	2.24	0	0.33	12	0.75	0.1	2.15738082998298	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D07_1361914	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D07_1361914	called	0.75	2	0	0.38	11	0.75	0.35	1.95877235506734	0
LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_E03_1344448	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_E03_1344448	called	0.57	2.01	0	0.28	14	0.57	0.12	1.9351435402671	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C03_734742	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C03_734742	called	0.55	2.02	0	0.27	15	0.55	0.1	1.94218545180741	0
TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B03_1301218	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_B03_1301218	called	0.62	1.96	0	0.32	13	0.62	0.05	1.82061503666141	0
PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A02_1306818	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A02_1306818	called	0.44	1.77	0	0.23	18	0.41	0.09	1.70524580606753	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_D08_863246	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_D08_863246	called	0.49	1.95	0	0.25	17	0.48	0.08	1.92712802543722	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C06_913818	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C06_913818	called	0.98	1.01	0	0.96	3	0.97	0.18	1.01973296348474	0
EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D04_1244800	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D04_1244800	called	0.43	2.03	0	0.22	19	0.44	0.13	2.05241971923478	0
